game_date,game_number,game_day,visiting_team,home_team,day_night,double_header
6/24/2019,1,Mon,Colorado Rockies,San Francisco Giants,n,no
6/25/2019,1,Tue,Cincinnati Reds,Los Angeles Angels,n,no
6/25/2019,1,Tue,Los Angeles Dodgers,Arizona Diamondbacks,n,no
6/25/2019,1,Tue,San Diego Padres,Baltimore Orioles,n,no
6/25/2019,1,Tue,Chicago White Sox,Boston Red Sox,n,no
6/25/2019,1,Tue,Atlanta Braves,Chicago Cubs,n,no
6/25/2019,1,Tue,Kansas City Royals,Cleveland Indians,n,no
6/25/2019,1,Tue,Texas Rangers,Detroit Tigers,n,no
6/25/2019,1,Tue,Pittsburgh Pirates,Houston Astros,n,no
6/25/2019,1,Tue,Washington Nationals,Miami Marlins,n,no
6/25/2019,1,Tue,Seattle Mariners,Milwaukee Brewers,n,no
6/25/2019,1,Tue,Tampa Bay Rays,Minnesota Twins,n,no
6/25/2019,1,Tue,Toronto Blue Jays,New York Yankees,n,no
6/25/2019,1,Tue,New York Mets,Philadelphia Phillies,n,no
6/25/2019,1,Tue,Colorado Rockies,San Francisco Giants,n,no
6/25/2019,1,Tue,Oakland Athletics,St. Louis Cardinals,n,no
6/26/2019,1,Wed,Cincinnati Reds,Los Angeles Angels,n,no
6/26/2019,1,Wed,Los Angeles Dodgers,Arizona Diamondbacks,d,no
6/26/2019,1,Wed,San Diego Padres,Baltimore Orioles,d,no
6/26/2019,1,Wed,Chicago White Sox,Boston Red Sox,d,no
6/26/2019,1,Wed,Atlanta Braves,Chicago Cubs,n,no
6/26/2019,1,Wed,Kansas City Royals,Cleveland Indians,d,no
6/26/2019,1,Wed,Texas Rangers,Detroit Tigers,n,no
6/26/2019,1,Wed,Pittsburgh Pirates,Houston Astros,n,no
6/26/2019,1,Wed,Washington Nationals,Miami Marlins,n,no
6/26/2019,1,Wed,Seattle Mariners,Milwaukee Brewers,n,no
6/26/2019,1,Wed,Tampa Bay Rays,Minnesota Twins,n,no
6/26/2019,1,Wed,Toronto Blue Jays,New York Yankees,d,no
6/26/2019,1,Wed,New York Mets,Philadelphia Phillies,n,no
6/26/2019,1,Wed,Colorado Rockies,San Francisco Giants,d,no
6/26/2019,1,Wed,Oakland Athletics,St. Louis Cardinals,n,no
6/27/2019,1,Thu,Oakland Athletics,Los Angeles Angels,n,no
6/27/2019,1,Thu,Atlanta Braves,Chicago Cubs,d,no
6/27/2019,1,Thu,Los Angeles Dodgers,Colorado Rockies,n,no
6/27/2019,1,Thu,Texas Rangers,Detroit Tigers,d,no
6/27/2019,1,Thu,Pittsburgh Pirates,Houston Astros,d,no
6/27/2019,1,Thu,Washington Nationals,Miami Marlins,n,no
6/27/2019,1,Thu,Seattle Mariners,Milwaukee Brewers,d,no
6/27/2019,1,Thu,Tampa Bay Rays,Minnesota Twins,d,no
6/27/2019,1,Thu,New York Mets,Philadelphia Phillies,d,no
6/27/2019,1,Thu,Arizona Diamondbacks,San Francisco Giants,n,no
6/28/2019,1,Fri,Oakland Athletics,Los Angeles Angels,n,no
6/28/2019,1,Fri,Cleveland Indians,Baltimore Orioles,n,no
6/28/2019,1,Fri,Minnesota Twins,Chicago White Sox,n,no
6/28/2019,1,Fri,Chicago Cubs,Cincinnati Reds,n,no
6/28/2019,1,Fri,Los Angeles Dodgers,Colorado Rockies,n,no
6/28/2019,1,Fri,Washington Nationals,Detroit Tigers,n,no
6/28/2019,1,Fri,Seattle Mariners,Houston Astros,n,no
6/28/2019,1,Fri,Philadelphia Phillies,Miami Marlins,n,no
6/28/2019,1,Fri,Pittsburgh Pirates,Milwaukee Brewers,n,no
6/28/2019,1,Fri,Atlanta Braves,New York Mets,n,no
6/28/2019,1,Fri,St. Louis Cardinals,San Diego Padres,n,no
6/28/2019,1,Fri,Arizona Diamondbacks,San Francisco Giants,n,no
6/28/2019,1,Fri,Texas Rangers,Tampa Bay Rays,n,no
6/28/2019,1,Fri,Kansas City Royals,Toronto Blue Jays,n,no
6/29/2019,1,Sat,Oakland Athletics,Los Angeles Angels,n,no
6/29/2019,1,Sat,Cleveland Indians,Baltimore Orioles,d,no
6/29/2019,1,Sat,New York Yankees,Boston Red Sox,n,no
6/29/2019,1,Sat,Minnesota Twins,Chicago White Sox,d,no
6/29/2019,1,Sat,Chicago Cubs,Cincinnati Reds,d,no
6/29/2019,1,Sat,Los Angeles Dodgers,Colorado Rockies,n,no
6/29/2019,1,Sat,Washington Nationals,Detroit Tigers,d,no
6/29/2019,1,Sat,Seattle Mariners,Houston Astros,n,no
6/29/2019,1,Sat,Philadelphia Phillies,Miami Marlins,d,no
6/29/2019,1,Sat,Pittsburgh Pirates,Milwaukee Brewers,n,no
6/29/2019,1,Sat,Atlanta Braves,New York Mets,d,no
6/29/2019,1,Sat,St. Louis Cardinals,San Diego Padres,n,no
6/29/2019,1,Sat,Arizona Diamondbacks,San Francisco Giants,n,no
6/29/2019,1,Sat,Texas Rangers,Tampa Bay Rays,d,no
6/29/2019,1,Sat,Kansas City Royals,Toronto Blue Jays,d,no
6/30/2019,1,Sun,Oakland Athletics,Los Angeles Angels,d,no
6/30/2019,1,Sun,Cleveland Indians,Baltimore Orioles,d,no
6/30/2019,1,Sun,New York Yankees,Boston Red Sox,d,no
6/30/2019,1,Sun,Minnesota Twins,Chicago White Sox,d,no
6/30/2019,1,Sun,Chicago Cubs,Cincinnati Reds,d,no
6/30/2019,1,Sun,Los Angeles Dodgers,Colorado Rockies,d,no
6/30/2019,1,Sun,Washington Nationals,Detroit Tigers,d,no
6/30/2019,1,Sun,Seattle Mariners,Houston Astros,d,no
6/30/2019,1,Sun,Philadelphia Phillies,Miami Marlins,d,no
6/30/2019,1,Sun,Pittsburgh Pirates,Milwaukee Brewers,d,no
6/30/2019,1,Sun,Atlanta Braves,New York Mets,n,no
6/30/2019,1,Sun,St. Louis Cardinals,San Diego Padres,d,no
6/30/2019,1,Sun,Arizona Diamondbacks,San Francisco Giants,d,no
6/30/2019,1,Sun,Texas Rangers,Tampa Bay Rays,d,no
6/30/2019,1,Sun,Kansas City Royals,Toronto Blue Jays,d,no
7/1/2019,1,Mon,Milwaukee Brewers,Cincinnati Reds,n,no
7/1/2019,1,Mon,Chicago Cubs,Pittsburgh Pirates,n,no
7/1/2019,1,Mon,San Francisco Giants,San Diego Padres,n,no
7/1/2019,1,Mon,Baltimore Orioles,Tampa Bay Rays,n,no
7/1/2019,1,Mon,Kansas City Royals,Toronto Blue Jays,d,no
7/2/2019,1,Tue,Philadelphia Phillies,Atlanta Braves,n,no
7/2/2019,1,Tue,Milwaukee Brewers,Cincinnati Reds,n,no
7/2/2019,1,Tue,Houston Astros,Colorado Rockies,n,no
7/2/2019,1,Tue,Cleveland Indians,Kansas City Royals,n,no
7/2/2019,1,Tue,Arizona Diamondbacks,Los Angeles Dodgers,n,no
7/2/2019,1,Tue,New York Yankees,New York Mets,n,no
7/2/2019,1,Tue,Minnesota Twins,Oakland Athletics,n,no
7/2/2019,1,Tue,Chicago Cubs,Pittsburgh Pirates,n,no
7/2/2019,1,Tue,San Francisco Giants,San Diego Padres,n,no
7/2/2019,1,Tue,St. Louis Cardinals,Seattle Mariners,n,no
7/2/2019,1,Tue,Baltimore Orioles,Tampa Bay Rays,n,no
7/2/2019,1,Tue,Los Angeles Angels,Texas Rangers,n,no
7/2/2019,1,Tue,Boston Red Sox,Toronto Blue Jays,n,no
7/2/2019,1,Tue,Miami Marlins,Washington Nationals,n,no
7/3/2019,2,Wed,Detroit Tigers,Chicago White Sox,n,yes
7/3/2019,1,Sat,Detroit Tigers,Chicago White Sox,d,yes
7/3/2019,1,Wed,Philadelphia Phillies,Atlanta Braves,n,no
7/3/2019,1,Wed,Milwaukee Brewers,Cincinnati Reds,n,no
7/3/2019,1,Wed,Houston Astros,Colorado Rockies,n,no
7/3/2019,1,Wed,Cleveland Indians,Kansas City Royals,n,no
7/3/2019,1,Wed,Arizona Diamondbacks,Los Angeles Dodgers,n,no
7/3/2019,1,Wed,New York Yankees,New York Mets,n,no
7/3/2019,1,Wed,Minnesota Twins,Oakland Athletics,n,no
7/3/2019,1,Wed,Chicago Cubs,Pittsburgh Pirates,n,no
7/3/2019,1,Wed,San Francisco Giants,San Diego Padres,n,no
7/3/2019,1,Wed,St. Louis Cardinals,Seattle Mariners,n,no
7/3/2019,1,Wed,Baltimore Orioles,Tampa Bay Rays,n,no
7/3/2019,1,Wed,Los Angeles Angels,Texas Rangers,n,no
7/3/2019,1,Wed,Boston Red Sox,Toronto Blue Jays,n,no
7/3/2019,1,Wed,Miami Marlins,Washington Nationals,n,no
7/4/2019,1,Thu,Philadelphia Phillies,Atlanta Braves,n,no
7/4/2019,1,Thu,Detroit Tigers,Chicago White Sox,d,no
7/4/2019,1,Thu,Milwaukee Brewers,Cincinnati Reds,d,no
7/4/2019,1,Thu,Cleveland Indians,Kansas City Royals,d,no
7/4/2019,1,Thu,San Diego Padres,Los Angeles Dodgers,n,no
7/4/2019,1,Thu,Minnesota Twins,Oakland Athletics,d,no
7/4/2019,1,Thu,Chicago Cubs,Pittsburgh Pirates,d,no
7/4/2019,1,Thu,St. Louis Cardinals,Seattle Mariners,d,no
7/4/2019,1,Thu,New York Yankees,Tampa Bay Rays,n,no
7/4/2019,1,Thu,Los Angeles Angels,Texas Rangers,n,no
7/4/2019,1,Thu,Boston Red Sox,Toronto Blue Jays,n,no
7/4/2019,1,Thu,Miami Marlins,Washington Nationals,d,no
7/5/2019,1,Fri,Colorado Rockies,Arizona Diamondbacks,n,no
7/5/2019,1,Fri,Miami Marlins,Atlanta Braves,n,no
7/5/2019,1,Fri,Boston Red Sox,Detroit Tigers,n,no
7/5/2019,1,Fri,Los Angeles Angels,Houston Astros,n,no
7/5/2019,1,Fri,San Diego Padres,Los Angeles Dodgers,n,no
7/5/2019,1,Fri,Texas Rangers,Minnesota Twins,n,no
7/5/2019,1,Fri,Philadelphia Phillies,New York Mets,n,no
7/5/2019,1,Fri,Milwaukee Brewers,Pittsburgh Pirates,n,no
7/5/2019,1,Fri,Oakland Athletics,Seattle Mariners,n,no
7/5/2019,1,Fri,St. Louis Cardinals,San Francisco Giants,n,no
7/5/2019,1,Fri,New York Yankees,Tampa Bay Rays,n,no
7/5/2019,1,Fri,Baltimore Orioles,Toronto Blue Jays,n,no
7/5/2019,1,Fri,Kansas City Royals,Washington Nationals,n,no
7/6/2019,1,Sat,Colorado Rockies,Arizona Diamondbacks,n,no
7/6/2019,1,Sat,Miami Marlins,Atlanta Braves,d,no
7/6/2019,1,Sat,Chicago Cubs,Chicago White Sox,n,no
7/6/2019,1,Sat,Cleveland Indians,Cincinnati Reds,d,no
7/6/2019,1,Sat,Boston Red Sox,Detroit Tigers,d,no
7/6/2019,1,Sat,Los Angeles Angels,Houston Astros,n,no
7/6/2019,1,Sat,San Diego Padres,Los Angeles Dodgers,n,no
7/6/2019,1,Sat,Texas Rangers,Minnesota Twins,d,no
7/6/2019,1,Sat,Philadelphia Phillies,New York Mets,n,no
7/6/2019,1,Sat,Milwaukee Brewers,Pittsburgh Pirates,d,no
7/6/2019,1,Sat,Oakland Athletics,Seattle Mariners,n,no
7/6/2019,1,Sat,St. Louis Cardinals,San Francisco Giants,n,no
7/6/2019,1,Sat,New York Yankees,Tampa Bay Rays,d,no
7/6/2019,1,Sat,Baltimore Orioles,Toronto Blue Jays,d,no
7/6/2019,1,Sat,Kansas City Royals,Washington Nationals,d,no
7/7/2019,1,Sun,Colorado Rockies,Arizona Diamondbacks,d,no
7/7/2019,1,Sun,Miami Marlins,Atlanta Braves,d,no
7/7/2019,1,Sun,Chicago Cubs,Chicago White Sox,d,no
7/7/2019,1,Sun,Cleveland Indians,Cincinnati Reds,d,no
7/7/2019,1,Sun,Boston Red Sox,Detroit Tigers,d,no
7/7/2019,1,Sun,Los Angeles Angels,Houston Astros,d,no
7/7/2019,1,Sun,San Diego Padres,Los Angeles Dodgers,d,no
7/7/2019,1,Sun,Texas Rangers,Minnesota Twins,d,no
7/7/2019,1,Sun,Philadelphia Phillies,New York Mets,d,no
7/7/2019,1,Sun,Milwaukee Brewers,Pittsburgh Pirates,d,no
7/7/2019,1,Sun,Oakland Athletics,Seattle Mariners,d,no
7/7/2019,1,Sun,St. Louis Cardinals,San Francisco Giants,d,no
7/7/2019,1,Sun,New York Yankees,Tampa Bay Rays,d,no
7/7/2019,1,Sun,Baltimore Orioles,Toronto Blue Jays,d,no
7/7/2019,1,Sun,Kansas City Royals,Washington Nationals,d,no
7/11/2019,1,Thu,Houston Astros,Texas Rangers,n,no
7/12/2019,1,Fri,Seattle Mariners,Los Angeles Angels,n,no
7/12/2019,1,Fri,Tampa Bay Rays,Baltimore Orioles,n,no
7/12/2019,1,Fri,Los Angeles Dodgers,Boston Red Sox,n,no
7/12/2019,1,Fri,Pittsburgh Pirates,Chicago Cubs,d,no
7/12/2019,1,Fri,Minnesota Twins,Cleveland Indians,n,no
7/12/2019,1,Fri,Cincinnati Reds,Colorado Rockies,n,no
7/12/2019,1,Fri,Detroit Tigers,Kansas City Royals,n,no
7/12/2019,1,Fri,New York Mets,Miami Marlins,n,no
7/12/2019,1,Fri,San Francisco Giants,Milwaukee Brewers,n,no
7/12/2019,1,Fri,Toronto Blue Jays,New York Yankees,n,no
7/12/2019,1,Fri,Chicago White Sox,Oakland Athletics,n,no
7/12/2019,1,Fri,Washington Nationals,Philadelphia Phillies,n,no
7/12/2019,1,Fri,Atlanta Braves,San Diego Padres,n,no
7/12/2019,1,Fri,Arizona Diamondbacks,St. Louis Cardinals,n,no
7/12/2019,1,Fri,Houston Astros,Texas Rangers,n,no
7/13/2019,2,Sat,Tampa Bay Rays,Baltimore Orioles,n,yes
7/13/2019,1,Sun,Tampa Bay Rays,Baltimore Orioles,d,yes
7/13/2019,1,Sat,Seattle Mariners,Los Angeles Angels,n,no
7/13/2019,1,Sat,Los Angeles Dodgers,Boston Red Sox,n,no
7/13/2019,1,Sat,Pittsburgh Pirates,Chicago Cubs,d,no
7/13/2019,1,Sat,Minnesota Twins,Cleveland Indians,n,no
7/13/2019,1,Sat,Cincinnati Reds,Colorado Rockies,n,no
7/13/2019,1,Sat,Detroit Tigers,Kansas City Royals,n,no
7/13/2019,1,Sat,New York Mets,Miami Marlins,n,no
7/13/2019,1,Sat,San Francisco Giants,Milwaukee Brewers,n,no
7/13/2019,1,Sat,Toronto Blue Jays,New York Yankees,d,no
7/13/2019,1,Sat,Chicago White Sox,Oakland Athletics,d,no
7/13/2019,1,Sat,Washington Nationals,Philadelphia Phillies,n,no
7/13/2019,1,Sat,Atlanta Braves,San Diego Padres,n,no
7/13/2019,1,Sat,Arizona Diamondbacks,St. Louis Cardinals,n,no
7/13/2019,1,Sat,Houston Astros,Texas Rangers,n,no
7/14/2019,1,Sun,Seattle Mariners,Los Angeles Angels,d,no
7/14/2019,1,Sun,Tampa Bay Rays,Baltimore Orioles,d,no
7/14/2019,1,Sun,Los Angeles Dodgers,Boston Red Sox,n,no
7/14/2019,1,Sun,Pittsburgh Pirates,Chicago Cubs,d,no
7/14/2019,1,Sun,Minnesota Twins,Cleveland Indians,d,no
7/14/2019,1,Sun,Cincinnati Reds,Colorado Rockies,d,no
7/14/2019,1,Sun,Detroit Tigers,Kansas City Royals,d,no
7/14/2019,1,Sun,New York Mets,Miami Marlins,d,no
7/14/2019,1,Sun,San Francisco Giants,Milwaukee Brewers,d,no
7/14/2019,1,Sun,Toronto Blue Jays,New York Yankees,d,no
7/14/2019,1,Sun,Chicago White Sox,Oakland Athletics,d,no
7/14/2019,1,Sun,Washington Nationals,Philadelphia Phillies,d,no
7/14/2019,1,Sun,Atlanta Braves,San Diego Padres,d,no
7/14/2019,1,Sun,Arizona Diamondbacks,St. Louis Cardinals,d,no
7/14/2019,1,Sun,Houston Astros,Texas Rangers,d,no
7/15/2019,2,Mon,San Francisco Giants,Colorado Rockies,n,yes
7/15/2019,1,Wed,San Francisco Giants,Colorado Rockies,d,yes
7/15/2019,1,Mon,Houston Astros,Los Angeles Angels,n,no
7/15/2019,1,Mon,Toronto Blue Jays,Boston Red Sox,n,no
7/15/2019,1,Mon,Cincinnati Reds,Chicago Cubs,n,no
7/15/2019,1,Mon,Detroit Tigers,Cleveland Indians,n,no
7/15/2019,1,Mon,Chicago White Sox,Kansas City Royals,n,no
7/15/2019,1,Mon,Atlanta Braves,Milwaukee Brewers,n,no
7/15/2019,1,Mon,Tampa Bay Rays,New York Yankees,n,no
7/15/2019,1,Mon,Los Angeles Dodgers,Philadelphia Phillies,n,no
7/15/2019,1,Mon,Pittsburgh Pirates,St. Louis Cardinals,n,no
7/16/2019,1,Tue,Houston Astros,Los Angeles Angels,n,no
7/16/2019,1,Tue,Washington Nationals,Baltimore Orioles,n,no
7/16/2019,1,Tue,Toronto Blue Jays,Boston Red Sox,n,no
7/16/2019,1,Tue,Cincinnati Reds,Chicago Cubs,n,no
7/16/2019,1,Tue,Detroit Tigers,Cleveland Indians,n,no
7/16/2019,1,Tue,San Francisco Giants,Colorado Rockies,n,no
7/16/2019,1,Tue,Chicago White Sox,Kansas City Royals,n,no
7/16/2019,1,Tue,San Diego Padres,Miami Marlins,n,no
7/16/2019,1,Tue,Atlanta Braves,Milwaukee Brewers,n,no
7/16/2019,1,Tue,New York Mets,Minnesota Twins,n,no
7/16/2019,1,Tue,Tampa Bay Rays,New York Yankees,n,no
7/16/2019,1,Tue,Seattle Mariners,Oakland Athletics,n,no
7/16/2019,1,Tue,Los Angeles Dodgers,Philadelphia Phillies,n,no
7/16/2019,1,Tue,Pittsburgh Pirates,St. Louis Cardinals,n,no
7/16/2019,1,Tue,Arizona Diamondbacks,Texas Rangers,n,no
7/17/2019,1,Wed,Houston Astros,Los Angeles Angels,n,no
7/17/2019,1,Wed,Washington Nationals,Baltimore Orioles,n,no
7/17/2019,1,Wed,Toronto Blue Jays,Boston Red Sox,n,no
7/17/2019,1,Wed,Cincinnati Reds,Chicago Cubs,d,no
7/17/2019,1,Wed,Detroit Tigers,Cleveland Indians,n,no
7/17/2019,1,Wed,San Francisco Giants,Colorado Rockies,d,no
7/17/2019,1,Wed,Chicago White Sox,Kansas City Royals,n,no
7/17/2019,1,Wed,San Diego Padres,Miami Marlins,n,no
7/17/2019,1,Wed,Atlanta Braves,Milwaukee Brewers,d,no
7/17/2019,1,Wed,New York Mets,Minnesota Twins,d,no
7/17/2019,1,Wed,Seattle Mariners,Oakland Athletics,d,no
7/17/2019,1,Wed,Los Angeles Dodgers,Philadelphia Phillies,n,no
7/17/2019,1,Wed,Pittsburgh Pirates,St. Louis Cardinals,d,no
7/17/2019,1,Wed,Arizona Diamondbacks,Texas Rangers,n,no
7/18/2019,2,Thu,Tampa Bay Rays,New York Yankees,n,yes
7/18/2019,1,Wed,Tampa Bay Rays,New York Yankees,d,yes
7/18/2019,1,Thu,Houston Astros,Los Angeles Angels,n,no
7/18/2019,1,Thu,Milwaukee Brewers,Arizona Diamondbacks,n,no
7/18/2019,1,Thu,Washington Nationals,Atlanta Braves,n,no
7/18/2019,1,Thu,Toronto Blue Jays,Boston Red Sox,n,no
7/18/2019,1,Thu,St. Louis Cardinals,Cincinnati Reds,n,no
7/18/2019,1,Thu,Detroit Tigers,Cleveland Indians,n,no
7/18/2019,1,Thu,Chicago White Sox,Kansas City Royals,d,no
7/18/2019,1,Thu,San Diego Padres,Miami Marlins,d,no
7/18/2019,1,Thu,Oakland Athletics,Minnesota Twins,n,no
7/18/2019,1,Thu,Los Angeles Dodgers,Philadelphia Phillies,d,no
7/18/2019,1,Thu,New York Mets,San Francisco Giants,n,no
7/19/2019,1,Fri,Milwaukee Brewers,Arizona Diamondbacks,n,no
7/19/2019,1,Fri,Washington Nationals,Atlanta Braves,n,no
7/19/2019,1,Fri,Boston Red Sox,Baltimore Orioles,n,no
7/19/2019,1,Fri,San Diego Padres,Chicago Cubs,d,no
7/19/2019,1,Fri,St. Louis Cardinals,Cincinnati Reds,n,no
7/19/2019,1,Fri,Kansas City Royals,Cleveland Indians,n,no
7/19/2019,1,Fri,Toronto Blue Jays,Detroit Tigers,n,no
7/19/2019,1,Fri,Texas Rangers,Houston Astros,n,no
7/19/2019,1,Fri,Miami Marlins,Los Angeles Dodgers,n,no
7/19/2019,1,Fri,Oakland Athletics,Minnesota Twins,n,no
7/19/2019,1,Fri,Colorado Rockies,New York Yankees,n,no
7/19/2019,1,Fri,Philadelphia Phillies,Pittsburgh Pirates,n,no
7/19/2019,1,Fri,Los Angeles Angels,Seattle Mariners,n,no
7/19/2019,1,Fri,New York Mets,San Francisco Giants,n,no
7/19/2019,1,Fri,Chicago White Sox,Tampa Bay Rays,n,no
7/20/2019,1,Sat,Milwaukee Brewers,Arizona Diamondbacks,n,no
7/20/2019,1,Sat,Washington Nationals,Atlanta Braves,n,no
7/20/2019,1,Sat,Boston Red Sox,Baltimore Orioles,n,no
7/20/2019,1,Sat,San Diego Padres,Chicago Cubs,d,no
7/20/2019,1,Sat,St. Louis Cardinals,Cincinnati Reds,n,no
7/20/2019,1,Sat,Kansas City Royals,Cleveland Indians,n,no
7/20/2019,1,Sat,Toronto Blue Jays,Detroit Tigers,n,no
7/20/2019,1,Sat,Texas Rangers,Houston Astros,n,no
7/20/2019,1,Sat,Miami Marlins,Los Angeles Dodgers,n,no
7/20/2019,1,Sat,Oakland Athletics,Minnesota Twins,n,no
7/20/2019,1,Sat,Colorado Rockies,New York Yankees,d,no
7/20/2019,1,Sat,Philadelphia Phillies,Pittsburgh Pirates,n,no
7/20/2019,1,Sat,Los Angeles Angels,Seattle Mariners,n,no
7/20/2019,1,Sat,New York Mets,San Francisco Giants,d,no
7/20/2019,1,Sat,Chicago White Sox,Tampa Bay Rays,n,no
7/21/2019,1,Sun,Milwaukee Brewers,Arizona Diamondbacks,d,no
7/21/2019,1,Sun,Washington Nationals,Atlanta Braves,d,no
7/21/2019,1,Sun,Boston Red Sox,Baltimore Orioles,d,no
7/21/2019,1,Sun,San Diego Padres,Chicago Cubs,d,no
7/21/2019,1,Sun,St. Louis Cardinals,Cincinnati Reds,d,no
7/21/2019,1,Sun,Kansas City Royals,Cleveland Indians,d,no
7/21/2019,1,Sun,Toronto Blue Jays,Detroit Tigers,d,no
7/21/2019,1,Sun,Texas Rangers,Houston Astros,d,no
7/21/2019,1,Sun,Miami Marlins,Los Angeles Dodgers,d,no
7/21/2019,1,Sun,Oakland Athletics,Minnesota Twins,d,no
7/21/2019,1,Sun,Colorado Rockies,New York Yankees,d,no
7/21/2019,1,Sun,Philadelphia Phillies,Pittsburgh Pirates,d,no
7/21/2019,1,Sun,Los Angeles Angels,Seattle Mariners,d,no
7/21/2019,1,Sun,New York Mets,San Francisco Giants,d,no
7/21/2019,1,Sun,Chicago White Sox,Tampa Bay Rays,d,no
7/22/2019,1,Mon,Baltimore Orioles,Arizona Diamondbacks,n,no
7/22/2019,1,Mon,Miami Marlins,Chicago White Sox,n,no
7/22/2019,1,Mon,Oakland Athletics,Houston Astros,n,no
7/22/2019,1,Mon,Cincinnati Reds,Milwaukee Brewers,n,no
7/22/2019,1,Mon,New York Yankees,Minnesota Twins,n,no
7/22/2019,1,Mon,St. Louis Cardinals,Pittsburgh Pirates,n,no
7/22/2019,1,Mon,Texas Rangers,Seattle Mariners,n,no
7/22/2019,1,Mon,Chicago Cubs,San Francisco Giants,n,no
7/22/2019,1,Mon,Boston Red Sox,Tampa Bay Rays,n,no
7/22/2019,1,Mon,Cleveland Indians,Toronto Blue Jays,n,no
7/23/2019,1,Tue,Baltimore Orioles,Arizona Diamondbacks,n,no
7/23/2019,1,Tue,Kansas City Royals,Atlanta Braves,n,no
7/23/2019,1,Tue,Miami Marlins,Chicago White Sox,n,no
7/23/2019,1,Tue,Philadelphia Phillies,Detroit Tigers,n,no
7/23/2019,1,Tue,Oakland Athletics,Houston Astros,n,no
7/23/2019,1,Tue,Los Angeles Angels,Los Angeles Dodgers,n,no
7/23/2019,1,Tue,Cincinnati Reds,Milwaukee Brewers,n,no
7/23/2019,1,Tue,New York Yankees,Minnesota Twins,n,no
7/23/2019,1,Tue,San Diego Padres,New York Mets,n,no
7/23/2019,1,Tue,St. Louis Cardinals,Pittsburgh Pirates,n,no
7/23/2019,1,Tue,Texas Rangers,Seattle Mariners,n,no
7/23/2019,1,Tue,Chicago Cubs,San Francisco Giants,n,no
7/23/2019,1,Tue,Boston Red Sox,Tampa Bay Rays,n,no
7/23/2019,1,Tue,Cleveland Indians,Toronto Blue Jays,n,no
7/23/2019,1,Tue,Colorado Rockies,Washington Nationals,n,no
7/24/2019,2,Wed,Colorado Rockies,Washington Nationals,n,yes
7/24/2019,1,Mon,Colorado Rockies,Washington Nationals,d,yes
7/24/2019,1,Wed,Baltimore Orioles,Arizona Diamondbacks,d,no
7/24/2019,1,Wed,Kansas City Royals,Atlanta Braves,n,no
7/24/2019,1,Wed,Miami Marlins,Chicago White Sox,n,no
7/24/2019,1,Wed,Philadelphia Phillies,Detroit Tigers,d,no
7/24/2019,1,Wed,Oakland Athletics,Houston Astros,d,no
7/24/2019,1,Wed,Los Angeles Angels,Los Angeles Dodgers,n,no
7/24/2019,1,Wed,Cincinnati Reds,Milwaukee Brewers,d,no
7/24/2019,1,Wed,New York Yankees,Minnesota Twins,n,no
7/24/2019,1,Wed,San Diego Padres,New York Mets,n,no
7/24/2019,1,Wed,St. Louis Cardinals,Pittsburgh Pirates,n,no
7/24/2019,1,Wed,Texas Rangers,Seattle Mariners,d,no
7/24/2019,1,Wed,Chicago Cubs,San Francisco Giants,d,no
7/24/2019,1,Wed,Boston Red Sox,Tampa Bay Rays,d,no
7/24/2019,1,Wed,Cleveland Indians,Toronto Blue Jays,n,no
7/25/2019,1,Thu,Baltimore Orioles,Los Angeles Angels,n,no
7/25/2019,1,Thu,New York Yankees,Boston Red Sox,n,no
7/25/2019,1,Thu,Minnesota Twins,Chicago White Sox,n,no
7/25/2019,1,Thu,Cleveland Indians,Kansas City Royals,n,no
7/25/2019,1,Thu,San Diego Padres,New York Mets,d,no
7/25/2019,1,Thu,Texas Rangers,Oakland Athletics,n,no
7/25/2019,1,Thu,St. Louis Cardinals,Pittsburgh Pirates,d,no
7/25/2019,1,Thu,Detroit Tigers,Seattle Mariners,n,no
7/25/2019,1,Thu,Colorado Rockies,Washington Nationals,d,no
7/26/2019,1,Fri,Baltimore Orioles,Los Angeles Angels,n,no
7/26/2019,1,Fri,New York Yankees,Boston Red Sox,n,no
7/26/2019,1,Fri,Minnesota Twins,Chicago White Sox,n,no
7/26/2019,1,Fri,Colorado Rockies,Cincinnati Reds,n,no
7/26/2019,1,Fri,Cleveland Indians,Kansas City Royals,n,no
7/26/2019,1,Fri,Arizona Diamondbacks,Miami Marlins,n,no
7/26/2019,1,Fri,Chicago Cubs,Milwaukee Brewers,n,no
7/26/2019,1,Fri,Pittsburgh Pirates,New York Mets,n,no
7/26/2019,1,Fri,Texas Rangers,Oakland Athletics,n,no
7/26/2019,1,Fri,Atlanta Braves,Philadelphia Phillies,n,no
7/26/2019,1,Fri,San Francisco Giants,San Diego Padres,n,no
7/26/2019,1,Fri,Detroit Tigers,Seattle Mariners,n,no
7/26/2019,1,Fri,Houston Astros,St. Louis Cardinals,n,no
7/26/2019,1,Fri,Tampa Bay Rays,Toronto Blue Jays,n,no
7/26/2019,1,Fri,Los Angeles Dodgers,Washington Nationals,n,no
7/27/2019,1,Sat,Baltimore Orioles,Los Angeles Angels,n,no
7/27/2019,1,Sat,New York Yankees,Boston Red Sox,d,no
7/27/2019,1,Sat,Minnesota Twins,Chicago White Sox,n,no
7/27/2019,1,Sat,Colorado Rockies,Cincinnati Reds,n,no
7/27/2019,1,Sat,Cleveland Indians,Kansas City Royals,n,no
