game_date,game_number,game_day,visiting_team,home_team,day_night,double_header
4/27/2019,1,Sat,Cleveland Indians,Houston Astros,d,no
4/27/2019,1,Sat,Los Angeles Angels,Kansas City Royals,n,no
4/27/2019,1,Sat,Pittsburgh Pirates,Los Angeles Dodgers,n,no
4/27/2019,1,Sat,Baltimore Orioles,Minnesota Twins,d,no
4/27/2019,1,Sat,Milwaukee Brewers,New York Mets,n,no
4/27/2019,1,Sat,Miami Marlins,Philadelphia Phillies,n,no
4/27/2019,1,Sat,Texas Rangers,Seattle Mariners,n,no
4/27/2019,1,Sat,New York Yankees,San Francisco Giants,d,no
4/27/2019,1,Sat,Cincinnati Reds,St. Louis Cardinals,d,no
4/27/2019,1,Sat,Oakland Athletics,Toronto Blue Jays,d,no
4/27/2019,1,Sat,San Diego Padres,Washington Nationals,d,no
4/28/2019,1,Sun,Chicago Cubs,Arizona Diamondbacks,d,no
4/28/2019,1,Sun,Colorado Rockies,Atlanta Braves,d,no
4/28/2019,1,Sun,Tampa Bay Rays,Boston Red Sox,d,no
4/28/2019,1,Sun,Detroit Tigers,Chicago White Sox,d,no
4/28/2019,1,Sun,Cleveland Indians,Houston Astros,n,no
4/28/2019,1,Sun,Los Angeles Angels,Kansas City Royals,d,no
4/28/2019,1,Sun,Pittsburgh Pirates,Los Angeles Dodgers,d,no
4/28/2019,1,Sun,Baltimore Orioles,Minnesota Twins,d,no
4/28/2019,1,Sun,Milwaukee Brewers,New York Mets,d,no
4/28/2019,1,Sun,Miami Marlins,Philadelphia Phillies,d,no
4/28/2019,1,Sun,Texas Rangers,Seattle Mariners,d,no
4/28/2019,1,Sun,New York Yankees,San Francisco Giants,d,no
4/28/2019,1,Sun,Cincinnati Reds,St. Louis Cardinals,d,no
4/28/2019,1,Sun,Oakland Athletics,Toronto Blue Jays,d,no
4/28/2019,1,Sun,San Diego Padres,Washington Nationals,d,no
4/29/2019,1,Mon,San Diego Padres,Atlanta Braves,n,no
4/29/2019,1,Mon,Oakland Athletics,Boston Red Sox,n,no
4/29/2019,1,Mon,Baltimore Orioles,Chicago White Sox,n,no
4/29/2019,1,Mon,Tampa Bay Rays,Kansas City Royals,n,no
4/29/2019,1,Mon,Colorado Rockies,Milwaukee Brewers,n,no
4/29/2019,1,Mon,Houston Astros,Minnesota Twins,n,no
4/29/2019,1,Mon,Cincinnati Reds,New York Mets,n,no
4/29/2019,1,Mon,Los Angeles Dodgers,San Francisco Giants,n,no
4/29/2019,1,Mon,St. Louis Cardinals,Washington Nationals,n,no
4/30/2019,1,Tue,Toronto Blue Jays,Los Angeles Angels,n,no
4/30/2019,1,Tue,New York Yankees,Arizona Diamondbacks,n,no
4/30/2019,1,Tue,San Diego Padres,Atlanta Braves,n,no
4/30/2019,1,Tue,Oakland Athletics,Boston Red Sox,n,no
4/30/2019,1,Tue,Cleveland Indians,Miami Marlins,n,no
4/30/2019,1,Tue,Colorado Rockies,Milwaukee Brewers,n,no
4/30/2019,1,Tue,Houston Astros,Minnesota Twins,n,no
4/30/2019,1,Tue,Cincinnati Reds,New York Mets,n,no
4/30/2019,1,Tue,Detroit Tigers,Philadelphia Phillies,n,no
4/30/2019,1,Tue,Chicago Cubs,Seattle Mariners,n,no
4/30/2019,1,Tue,Los Angeles Dodgers,San Francisco Giants,n,no
4/30/2019,1,Tue,Pittsburgh Pirates,Texas Rangers,n,no
4/30/2019,1,Tue,St. Louis Cardinals,Washington Nationals,n,no
5/1/2019,2,Wed,Baltimore Orioles,Chicago White Sox,n,yes
5/1/2019,2,Wed,Tampa Bay Rays,Kansas City Royals,n,yes
5/1/2019,1,Tue,Baltimore Orioles,Chicago White Sox,d,yes
5/1/2019,1,Tue,Tampa Bay Rays,Kansas City Royals,d,yes
5/1/2019,1,Wed,Toronto Blue Jays,Los Angeles Angels,n,no
5/1/2019,1,Wed,New York Yankees,Arizona Diamondbacks,d,no
5/1/2019,1,Wed,San Diego Padres,Atlanta Braves,n,no
5/1/2019,1,Wed,Oakland Athletics,Boston Red Sox,d,no
5/1/2019,1,Wed,Cleveland Indians,Miami Marlins,n,no
5/1/2019,1,Wed,Colorado Rockies,Milwaukee Brewers,n,no
5/1/2019,1,Wed,Houston Astros,Minnesota Twins,n,no
5/1/2019,1,Wed,Cincinnati Reds,New York Mets,n,no
5/1/2019,1,Wed,Detroit Tigers,Philadelphia Phillies,n,no
5/1/2019,1,Wed,Chicago Cubs,Seattle Mariners,d,no
5/1/2019,1,Wed,Los Angeles Dodgers,San Francisco Giants,n,no
5/1/2019,1,Wed,Pittsburgh Pirates,Texas Rangers,d,no
5/1/2019,1,Wed,St. Louis Cardinals,Washington Nationals,n,no
5/2/2019,1,Thu,Toronto Blue Jays,Los Angeles Angels,n,no
5/2/2019,1,Thu,San Diego Padres,Atlanta Braves,d,no
5/2/2019,1,Thu,Boston Red Sox,Chicago White Sox,n,no
5/2/2019,1,Thu,Tampa Bay Rays,Kansas City Royals,d,no
5/2/2019,1,Thu,Colorado Rockies,Milwaukee Brewers,d,no
5/2/2019,1,Thu,Houston Astros,Minnesota Twins,d,no
5/2/2019,1,Thu,Cincinnati Reds,New York Mets,d,no
5/2/2019,1,Thu,St. Louis Cardinals,Washington Nationals,d,no
5/3/2019,1,Fri,Tampa Bay Rays,Baltimore Orioles,n,no
5/3/2019,1,Fri,Boston Red Sox,Chicago White Sox,n,no
5/3/2019,1,Fri,St. Louis Cardinals,Chicago Cubs,d,no
5/3/2019,1,Fri,San Francisco Giants,Cincinnati Reds,n,no
5/3/2019,1,Fri,Seattle Mariners,Cleveland Indians,n,no
5/3/2019,1,Fri,Arizona Diamondbacks,Colorado Rockies,n,no
5/3/2019,1,Fri,Kansas City Royals,Detroit Tigers,n,no
5/3/2019,1,Fri,Atlanta Braves,Miami Marlins,n,no
5/3/2019,1,Fri,New York Mets,Milwaukee Brewers,n,no
5/3/2019,1,Fri,Minnesota Twins,New York Yankees,n,no
5/3/2019,1,Fri,Washington Nationals,Philadelphia Phillies,n,no
5/3/2019,1,Fri,Oakland Athletics,Pittsburgh Pirates,n,no
5/3/2019,1,Fri,Los Angeles Dodgers,San Diego Padres,n,no
5/3/2019,1,Fri,Toronto Blue Jays,Texas Rangers,n,no
5/4/2019,1,Sat,Houston Astros,Los Angeles Angels,n,no
5/4/2019,1,Sat,Tampa Bay Rays,Baltimore Orioles,n,no
5/4/2019,1,Sat,Boston Red Sox,Chicago White Sox,n,no
5/4/2019,1,Sat,St. Louis Cardinals,Chicago Cubs,d,no
5/4/2019,1,Sat,San Francisco Giants,Cincinnati Reds,n,no
5/4/2019,1,Sat,Seattle Mariners,Cleveland Indians,d,no
5/4/2019,1,Sat,Arizona Diamondbacks,Colorado Rockies,n,no
5/4/2019,1,Sat,Kansas City Royals,Detroit Tigers,d,no
5/4/2019,1,Sat,Atlanta Braves,Miami Marlins,n,no
5/4/2019,1,Sat,New York Mets,Milwaukee Brewers,n,no
5/4/2019,1,Sat,Minnesota Twins,New York Yankees,d,no
5/4/2019,1,Sat,Washington Nationals,Philadelphia Phillies,n,no
5/4/2019,1,Sat,Oakland Athletics,Pittsburgh Pirates,n,no
5/4/2019,1,Sat,Los Angeles Dodgers,San Diego Padres,n,no
5/4/2019,1,Sat,Toronto Blue Jays,Texas Rangers,n,no
5/5/2019,1,Sun,Houston Astros,Los Angeles Angels,d,no
5/5/2019,1,Sun,Boston Red Sox,Chicago White Sox,d,no
5/5/2019,1,Sun,St. Louis Cardinals,Chicago Cubs,n,no
5/5/2019,1,Sun,San Francisco Giants,Cincinnati Reds,d,no
5/5/2019,1,Sun,Seattle Mariners,Cleveland Indians,d,no
5/5/2019,1,Sun,Arizona Diamondbacks,Colorado Rockies,d,no
5/5/2019,1,Sun,Kansas City Royals,Detroit Tigers,d,no
5/5/2019,1,Sun,Atlanta Braves,Miami Marlins,d,no
5/5/2019,1,Sun,New York Mets,Milwaukee Brewers,d,no
5/5/2019,1,Sun,Minnesota Twins,New York Yankees,d,no
5/5/2019,1,Sun,Washington Nationals,Philadelphia Phillies,d,no
5/5/2019,1,Sun,Oakland Athletics,Pittsburgh Pirates,d,no
5/5/2019,1,Sun,Los Angeles Dodgers,San Diego Padres,d,no
5/5/2019,1,Sun,Toronto Blue Jays,Texas Rangers,d,no
5/6/2019,1,Mon,Boston Red Sox,Baltimore Orioles,n,no
5/6/2019,1,Mon,Miami Marlins,Chicago Cubs,n,no
5/6/2019,1,Mon,San Francisco Giants,Cincinnati Reds,d,no
5/6/2019,1,Mon,Chicago White Sox,Cleveland Indians,n,no
5/6/2019,1,Mon,Kansas City Royals,Houston Astros,n,no
5/6/2019,1,Mon,Atlanta Braves,Los Angeles Dodgers,n,no
5/6/2019,1,Mon,Washington Nationals,Milwaukee Brewers,n,no
5/6/2019,1,Mon,Seattle Mariners,New York Yankees,n,no
5/6/2019,1,Mon,New York Mets,San Diego Padres,n,no
5/6/2019,1,Mon,Philadelphia Phillies,St. Louis Cardinals,n,no
5/6/2019,1,Mon,Arizona Diamondbacks,Tampa Bay Rays,n,no
5/6/2019,1,Mon,Minnesota Twins,Toronto Blue Jays,n,no
5/7/2019,1,Tue,Boston Red Sox,Baltimore Orioles,n,no
5/7/2019,1,Tue,Miami Marlins,Chicago Cubs,n,no
5/7/2019,1,Tue,Chicago White Sox,Cleveland Indians,n,no
5/7/2019,1,Tue,San Francisco Giants,Colorado Rockies,n,no
5/7/2019,1,Tue,Los Angeles Angels,Detroit Tigers,n,no
5/7/2019,1,Tue,Kansas City Royals,Houston Astros,n,no
5/7/2019,1,Tue,Atlanta Braves,Los Angeles Dodgers,n,no
5/7/2019,1,Tue,Washington Nationals,Milwaukee Brewers,n,no
5/7/2019,1,Tue,Seattle Mariners,New York Yankees,n,no
5/7/2019,1,Tue,Cincinnati Reds,Oakland Athletics,n,no
5/7/2019,1,Tue,Texas Rangers,Pittsburgh Pirates,n,no
5/7/2019,1,Tue,New York Mets,San Diego Padres,n,no
5/7/2019,1,Tue,Philadelphia Phillies,St. Louis Cardinals,n,no
5/7/2019,1,Tue,Arizona Diamondbacks,Tampa Bay Rays,n,no
5/7/2019,1,Tue,Minnesota Twins,Toronto Blue Jays,n,no
5/8/2019,1,Wed,Boston Red Sox,Baltimore Orioles,n,no
5/8/2019,1,Wed,Miami Marlins,Chicago Cubs,n,no
5/8/2019,1,Wed,Chicago White Sox,Cleveland Indians,n,no
5/8/2019,1,Wed,Los Angeles Angels,Detroit Tigers,n,no
5/8/2019,1,Wed,Kansas City Royals,Houston Astros,n,no
5/8/2019,1,Wed,Atlanta Braves,Los Angeles Dodgers,n,no
5/8/2019,1,Wed,Washington Nationals,Milwaukee Brewers,d,no
5/8/2019,1,Wed,Seattle Mariners,New York Yankees,n,no
5/8/2019,1,Wed,Cincinnati Reds,Oakland Athletics,n,no
5/8/2019,1,Wed,Texas Rangers,Pittsburgh Pirates,d,no
5/8/2019,1,Wed,New York Mets,San Diego Padres,d,no
5/8/2019,1,Wed,Philadelphia Phillies,St. Louis Cardinals,d,no
5/8/2019,1,Wed,Arizona Diamondbacks,Tampa Bay Rays,d,no
5/8/2019,1,Wed,Minnesota Twins,Toronto Blue Jays,n,no
5/9/2019,1,Thu,Atlanta Braves,Arizona Diamondbacks,n,no
5/9/2019,1,Thu,Miami Marlins,Chicago Cubs,d,no
5/9/2019,1,Thu,Chicago White Sox,Cleveland Indians,d,no
5/9/2019,1,Thu,San Francisco Giants,Colorado Rockies,d,no
5/9/2019,1,Thu,Los Angeles Angels,Detroit Tigers,d,no
5/9/2019,1,Thu,Texas Rangers,Houston Astros,n,no
5/9/2019,1,Thu,Washington Nationals,Los Angeles Dodgers,n,no
5/9/2019,1,Thu,Seattle Mariners,New York Yankees,n,no
5/9/2019,1,Thu,Cincinnati Reds,Oakland Athletics,d,no
5/9/2019,1,Thu,Pittsburgh Pirates,St. Louis Cardinals,n,no
5/10/2019,1,Fri,Atlanta Braves,Arizona Diamondbacks,n,no
5/10/2019,1,Fri,Los Angeles Angels,Baltimore Orioles,n,no
5/10/2019,1,Fri,Seattle Mariners,Boston Red Sox,n,no
5/10/2019,1,Fri,Milwaukee Brewers,Chicago Cubs,d,no
5/10/2019,1,Fri,San Diego Padres,Colorado Rockies,n,no
5/10/2019,1,Fri,Texas Rangers,Houston Astros,n,no
5/10/2019,1,Fri,Philadelphia Phillies,Kansas City Royals,n,no
5/10/2019,1,Fri,Washington Nationals,Los Angeles Dodgers,n,no
5/10/2019,1,Fri,Detroit Tigers,Minnesota Twins,n,no
5/10/2019,1,Fri,Miami Marlins,New York Mets,n,no
5/10/2019,1,Fri,Cleveland Indians,Oakland Athletics,n,no
5/10/2019,1,Fri,Cincinnati Reds,San Francisco Giants,n,no
5/10/2019,1,Fri,Pittsburgh Pirates,St. Louis Cardinals,n,no
5/10/2019,1,Fri,New York Yankees,Tampa Bay Rays,n,no
5/10/2019,1,Fri,Chicago White Sox,Toronto Blue Jays,n,no
5/11/2019,2,Sat,Detroit Tigers,Minnesota Twins,d,yes
5/11/2019,1,Fri,Detroit Tigers,Minnesota Twins,d,yes
5/11/2019,1,Sat,Atlanta Braves,Arizona Diamondbacks,n,no
5/11/2019,1,Sat,Los Angeles Angels,Baltimore Orioles,d,no
5/11/2019,1,Sat,Seattle Mariners,Boston Red Sox,d,no
5/11/2019,1,Sat,Milwaukee Brewers,Chicago Cubs,d,no
5/11/2019,1,Sat,San Diego Padres,Colorado Rockies,n,no
5/11/2019,1,Sat,Texas Rangers,Houston Astros,n,no
5/11/2019,1,Sat,Philadelphia Phillies,Kansas City Royals,n,no
5/11/2019,1,Sat,Washington Nationals,Los Angeles Dodgers,n,no
5/11/2019,1,Sat,Miami Marlins,New York Mets,n,no
5/11/2019,1,Sat,Cleveland Indians,Oakland Athletics,d,no
5/11/2019,1,Sat,Cincinnati Reds,San Francisco Giants,n,no
5/11/2019,1,Sat,Pittsburgh Pirates,St. Louis Cardinals,d,no
5/11/2019,1,Sat,New York Yankees,Tampa Bay Rays,n,no
5/11/2019,1,Sat,Chicago White Sox,Toronto Blue Jays,d,no
5/12/2019,1,Sun,Atlanta Braves,Arizona Diamondbacks,d,no
5/12/2019,1,Sun,Los Angeles Angels,Baltimore Orioles,d,no
5/12/2019,1,Sun,Seattle Mariners,Boston Red Sox,d,no
5/12/2019,1,Sun,Milwaukee Brewers,Chicago Cubs,n,no
5/12/2019,1,Sun,San Diego Padres,Colorado Rockies,d,no
5/12/2019,1,Sun,Texas Rangers,Houston Astros,d,no
5/12/2019,1,Sun,Philadelphia Phillies,Kansas City Royals,d,no
5/12/2019,1,Sun,Washington Nationals,Los Angeles Dodgers,d,no
5/12/2019,1,Sun,Detroit Tigers,Minnesota Twins,d,no
5/12/2019,1,Sun,Cleveland Indians,Oakland Athletics,d,no
5/12/2019,1,Sun,Cincinnati Reds,San Francisco Giants,d,no
5/12/2019,1,Sun,Pittsburgh Pirates,St. Louis Cardinals,d,no
5/12/2019,1,Sun,New York Yankees,Tampa Bay Rays,d,no
5/12/2019,1,Sun,Chicago White Sox,Toronto Blue Jays,d,no
5/13/2019,1,Mon,Pittsburgh Pirates,Arizona Diamondbacks,n,no
5/13/2019,1,Mon,Cleveland Indians,Chicago White Sox,n,no
5/13/2019,1,Mon,Houston Astros,Detroit Tigers,n,no
5/13/2019,1,Mon,Los Angeles Angels,Minnesota Twins,n,no
5/13/2019,1,Mon,Milwaukee Brewers,Philadelphia Phillies,n,no
5/13/2019,1,Mon,Oakland Athletics,Seattle Mariners,n,no
5/14/2019,1,Tue,Pittsburgh Pirates,Arizona Diamondbacks,n,no
5/14/2019,1,Tue,St. Louis Cardinals,Atlanta Braves,n,no
5/14/2019,1,Tue,Colorado Rockies,Boston Red Sox,n,no
5/14/2019,1,Tue,Cleveland Indians,Chicago White Sox,d,no
5/14/2019,1,Tue,Chicago Cubs,Cincinnati Reds,n,no
5/14/2019,1,Tue,Houston Astros,Detroit Tigers,n,no
5/14/2019,1,Tue,Texas Rangers,Kansas City Royals,n,no
5/14/2019,1,Tue,San Diego Padres,Los Angeles Dodgers,n,no
5/14/2019,1,Tue,Tampa Bay Rays,Miami Marlins,n,no
5/14/2019,1,Tue,Los Angeles Angels,Minnesota Twins,n,no
5/14/2019,1,Tue,Milwaukee Brewers,Philadelphia Phillies,n,no
5/14/2019,1,Tue,Oakland Athletics,Seattle Mariners,n,no
5/14/2019,1,Tue,Toronto Blue Jays,San Francisco Giants,n,no
5/14/2019,1,Tue,New York Mets,Washington Nationals,n,no
5/15/2019,2,Wed,Baltimore Orioles,New York Yankees,n,yes
5/15/2019,1,Mon,Baltimore Orioles,New York Yankees,d,yes
5/15/2019,1,Wed,Pittsburgh Pirates,Arizona Diamondbacks,d,no
5/15/2019,1,Wed,St. Louis Cardinals,Atlanta Braves,n,no
5/15/2019,1,Wed,Colorado Rockies,Boston Red Sox,n,no
5/15/2019,1,Wed,Chicago Cubs,Cincinnati Reds,n,no
5/15/2019,1,Wed,Houston Astros,Detroit Tigers,n,no
5/15/2019,1,Wed,Texas Rangers,Kansas City Royals,n,no
5/15/2019,1,Wed,San Diego Padres,Los Angeles Dodgers,n,no
5/15/2019,1,Wed,Tampa Bay Rays,Miami Marlins,n,no
5/15/2019,1,Wed,Los Angeles Angels,Minnesota Twins,d,no
5/15/2019,1,Wed,Milwaukee Brewers,Philadelphia Phillies,n,no
5/15/2019,1,Wed,Toronto Blue Jays,San Francisco Giants,d,no
5/15/2019,1,Wed,New York Mets,Washington Nationals,n,no
5/16/2019,1,Thu,St. Louis Cardinals,Atlanta Braves,n,no
5/16/2019,1,Thu,Toronto Blue Jays,Chicago White Sox,n,no
5/16/2019,1,Thu,Chicago Cubs,Cincinnati Reds,n,no
5/16/2019,1,Thu,Baltimore Orioles,Cleveland Indians,n,no
5/16/2019,1,Thu,Oakland Athletics,Detroit Tigers,d,no
5/16/2019,1,Thu,Texas Rangers,Kansas City Royals,d,no
5/16/2019,1,Thu,Milwaukee Brewers,Philadelphia Phillies,d,no
5/16/2019,1,Thu,Pittsburgh Pirates,San Diego Padres,n,no
5/16/2019,1,Thu,Minnesota Twins,Seattle Mariners,n,no
5/16/2019,1,Thu,New York Mets,Washington Nationals,d,no
5/17/2019,1,Fri,Kansas City Royals,Los Angeles Angels,n,no
5/17/2019,1,Fri,San Francisco Giants,Arizona Diamondbacks,n,no
5/17/2019,1,Fri,Milwaukee Brewers,Atlanta Braves,n,no
5/17/2019,1,Fri,Houston Astros,Boston Red Sox,n,no
5/17/2019,1,Fri,Toronto Blue Jays,Chicago White Sox,n,no
5/17/2019,1,Fri,Los Angeles Dodgers,Cincinnati Reds,n,no
5/17/2019,1,Fri,Baltimore Orioles,Cleveland Indians,n,no
5/17/2019,1,Fri,Oakland Athletics,Detroit Tigers,n,no
5/17/2019,1,Fri,New York Mets,Miami Marlins,n,no
5/17/2019,1,Fri,Tampa Bay Rays,New York Yankees,n,no
5/17/2019,1,Fri,Colorado Rockies,Philadelphia Phillies,n,no
5/17/2019,1,Fri,Pittsburgh Pirates,San Diego Padres,n,no
5/17/2019,1,Fri,Minnesota Twins,Seattle Mariners,n,no
5/17/2019,1,Fri,St. Louis Cardinals,Texas Rangers,n,no
5/17/2019,1,Fri,Chicago Cubs,Washington Nationals,n,no
5/18/2019,1,Sat,Kansas City Royals,Los Angeles Angels,n,no
5/18/2019,1,Sat,San Francisco Giants,Arizona Diamondbacks,n,no
5/18/2019,1,Sat,Milwaukee Brewers,Atlanta Braves,n,no
5/18/2019,1,Sat,Houston Astros,Boston Red Sox,n,no
5/18/2019,1,Sat,Toronto Blue Jays,Chicago White Sox,d,no
5/18/2019,1,Sat,Los Angeles Dodgers,Cincinnati Reds,d,no
5/18/2019,1,Sat,Baltimore Orioles,Cleveland Indians,d,no
5/18/2019,1,Sat,Oakland Athletics,Detroit Tigers,d,no
5/18/2019,1,Sat,New York Mets,Miami Marlins,d,no
5/18/2019,1,Sat,Tampa Bay Rays,New York Yankees,d,no
5/18/2019,1,Sat,Colorado Rockies,Philadelphia Phillies,d,no
5/18/2019,1,Sat,Pittsburgh Pirates,San Diego Padres,n,no
5/18/2019,1,Sat,Minnesota Twins,Seattle Mariners,n,no
5/18/2019,1,Sat,St. Louis Cardinals,Texas Rangers,d,no
5/18/2019,1,Sat,Chicago Cubs,Washington Nationals,n,no
5/19/2019,1,Sun,Kansas City Royals,Los Angeles Angels,d,no
5/19/2019,1,Sun,San Francisco Giants,Arizona Diamondbacks,d,no
5/19/2019,1,Sun,Milwaukee Brewers,Atlanta Braves,d,no
5/19/2019,1,Sun,Houston Astros,Boston Red Sox,d,no
5/19/2019,1,Sun,Toronto Blue Jays,Chicago White Sox,d,no
5/19/2019,1,Sun,Los Angeles Dodgers,Cincinnati Reds,d,no
5/19/2019,1,Sun,Baltimore Orioles,Cleveland Indians,d,no
5/19/2019,1,Sun,Oakland Athletics,Detroit Tigers,d,no
5/19/2019,1,Sun,New York Mets,Miami Marlins,d,no
5/19/2019,1,Sun,Tampa Bay Rays,New York Yankees,d,no
5/19/2019,1,Sun,Colorado Rockies,Philadelphia Phillies,d,no
5/19/2019,1,Sun,Pittsburgh Pirates,San Diego Padres,d,no
5/19/2019,1,Sun,Minnesota Twins,Seattle Mariners,d,no
5/19/2019,1,Sun,St. Louis Cardinals,Texas Rangers,d,no
5/19/2019,1,Sun,Chicago Cubs,Washington Nationals,n,no
5/20/2019,1,Mon,Minnesota Twins,Los Angeles Angels,n,no
5/20/2019,1,Mon,New York Yankees,Baltimore Orioles,n,no
5/20/2019,1,Mon,Philadelphia Phillies,Chicago Cubs,n,no
5/20/2019,1,Mon,Oakland Athletics,Cleveland Indians,n,no
5/20/2019,1,Mon,Chicago White Sox,Houston Astros,n,no
5/20/2019,1,Mon,Washington Nationals,New York Mets,n,no
5/20/2019,1,Mon,Arizona Diamondbacks,San Diego Padres,n,no
5/20/2019,1,Mon,Atlanta Braves,San Francisco Giants,n,no
5/20/2019,1,Mon,Seattle Mariners,Texas Rangers,n,no
5/20/2019,1,Mon,Boston Red Sox,Toronto Blue Jays,d,no
5/21/2019,1,Tue,Minnesota Twins,Los Angeles Angels,n,no
5/21/2019,1,Tue,New York Yankees,Baltimore Orioles,n,no
5/21/2019,1,Tue,Philadelphia Phillies,Chicago Cubs,n,no
5/21/2019,1,Tue,Oakland Athletics,Cleveland Indians,n,no
5/21/2019,1,Tue,Miami Marlins,Detroit Tigers,n,no
5/21/2019,1,Tue,Chicago White Sox,Houston Astros,n,no
5/21/2019,1,Tue,Cincinnati Reds,Milwaukee Brewers,n,no
5/21/2019,1,Tue,Washington Nationals,New York Mets,n,no
5/21/2019,1,Tue,Colorado Rockies,Pittsburgh Pirates,n,no
5/21/2019,1,Tue,Arizona Diamondbacks,San Diego Padres,n,no
5/21/2019,1,Tue,Atlanta Braves,San Francisco Giants,n,no
5/21/2019,1,Tue,Los Angeles Dodgers,Tampa Bay Rays,n,no
5/21/2019,1,Tue,Seattle Mariners,Texas Rangers,n,no
5/21/2019,1,Tue,Boston Red Sox,Toronto Blue Jays,n,no
5/22/2019,2,Wed,Kansas City Royals,St. Louis Cardinals,d,yes
5/22/2019,1,Tue,Kansas City Royals,St. Louis Cardinals,d,yes
5/22/2019,1,Wed,New York Yankees,Baltimore Orioles,n,no
5/22/2019,1,Wed,Philadelphia Phillies,Chicago Cubs,n,no
5/22/2019,1,Wed,Oakland Athletics,Cleveland Indians,d,no
5/22/2019,1,Wed,Miami Marlins,Detroit Tigers,n,no
5/22/2019,1,Wed,Chicago White Sox,Houston Astros,n,no
5/22/2019,1,Wed,Cincinnati Reds,Milwaukee Brewers,d,no
5/22/2019,1,Wed,Washington Nationals,New York Mets,n,no
5/22/2019,1,Wed,Colorado Rockies,Pittsburgh Pirates,n,no
5/22/2019,1,Wed,Arizona Diamondbacks,San Diego Padres,d,no
5/22/2019,1,Wed,Atlanta Braves,San Francisco Giants,n,no
5/22/2019,1,Wed,Los Angeles Dodgers,Tampa Bay Rays,n,no
5/22/2019,1,Wed,Seattle Mariners,Texas Rangers,d,no
5/22/2019,1,Wed,Boston Red Sox,Toronto Blue Jays,n,no
5/23/2019,1,Wed,Minnesota Twins,Los Angeles Angels,d,no
5/23/2019,1,Thu,New York Yankees,Baltimore Orioles,d,no
5/23/2019,1,Thu,Philadelphia Phillies,Chicago Cubs,d,no
5/23/2019,1,Thu,Tampa Bay Rays,Cleveland Indians,n,no
5/23/2019,1,Thu,Miami Marlins,Detroit Tigers,d,no
5/23/2019,1,Thu,Chicago White Sox,Houston Astros,n,no
5/23/2019,1,Thu,Washington Nationals,New York Mets,d,no
5/23/2019,1,Thu,Colorado Rockies,Pittsburgh Pirates,d,no
5/23/2019,1,Thu,Atlanta Braves,San Francisco Giants,d,no
5/23/2019,1,Thu,Boston Red Sox,Toronto Blue Jays,d,no
5/24/2019,1,Fri,Texas Rangers,Los Angeles Angels,n,no
5/24/2019,1,Fri,Cincinnati Reds,Chicago Cubs,d,no
5/24/2019,1,Fri,Tampa Bay Rays,Cleveland Indians,n,no
5/24/2019,1,Fri,Baltimore Orioles,Colorado Rockies,n,no
5/24/2019,1,Fri,Boston Red Sox,Houston Astros,n,no
5/24/2019,1,Fri,Philadelphia Phillies,Milwaukee Brewers,n,no
5/24/2019,1,Fri,Chicago White Sox,Minnesota Twins,n,no
5/24/2019,1,Fri,Detroit Tigers,New York Mets,n,no
5/24/2019,1,Fri,Seattle Mariners,Oakland Athletics,n,no
5/24/2019,1,Fri,Los Angeles Dodgers,Pittsburgh Pirates,n,no
5/24/2019,1,Fri,Arizona Diamondbacks,San Francisco Giants,n,no
5/24/2019,1,Fri,Atlanta Braves,St. Louis Cardinals,n,no
5/24/2019,1,Fri,San Diego Padres,Toronto Blue Jays,n,no
5/24/2019,1,Fri,Miami Marlins,Washington Nationals,n,no
5/25/2019,2,Sat,New York Yankees,Kansas City Royals,d,yes
5/25/2019,1,Fri,New York Yankees,Kansas City Royals,d,yes
5/25/2019,1,Sat,Texas Rangers,Los Angeles Angels,n,no
5/25/2019,1,Sat,Cincinnati Reds,Chicago Cubs,d,no
5/25/2019,1,Sat,Tampa Bay Rays,Cleveland Indians,d,no
5/25/2019,1,Sat,Baltimore Orioles,Colorado Rockies,n,no
5/25/2019,1,Sat,Boston Red Sox,Houston Astros,n,no
5/25/2019,1,Sat,Philadelphia Phillies,Milwaukee Brewers,d,no
5/25/2019,1,Sat,Chicago White Sox,Minnesota Twins,d,no
5/25/2019,1,Sat,Detroit Tigers,New York Mets,d,no
5/25/2019,1,Sat,Seattle Mariners,Oakland Athletics,d,no
5/25/2019,1,Sat,Los Angeles Dodgers,Pittsburgh Pirates,n,no
5/25/2019,1,Sat,Arizona Diamondbacks,San Francisco Giants,d,no
5/25/2019,1,Sat,Atlanta Braves,St. Louis Cardinals,n,no
5/25/2019,1,Sat,San Diego Padres,Toronto Blue Jays,d,no
5/25/2019,1,Sat,Miami Marlins,Washington Nationals,d,no
5/26/2019,1,Sun,Texas Rangers,Los Angeles Angels,d,no
5/26/2019,1,Sun,Cincinnati Reds,Chicago Cubs,d,no
5/26/2019,1,Sun,Tampa Bay Rays,Cleveland Indians,d,no
5/26/2019,1,Sun,Baltimore Orioles,Colorado Rockies,d,no
5/26/2019,1,Sun,Boston Red Sox,Houston Astros,d,no
5/26/2019,1,Sun,New York Yankees,Kansas City Royals,d,no
5/26/2019,1,Sun,Philadelphia Phillies,Milwaukee Brewers,d,no
5/26/2019,1,Sun,Chicago White Sox,Minnesota Twins,d,no
5/26/2019,1,Sun,Detroit Tigers,New York Mets,d,no
5/26/2019,1,Sun,Seattle Mariners,Oakland Athletics,d,no
5/26/2019,1,Sun,Los Angeles Dodgers,Pittsburgh Pirates,d,no
